ID,MONTHS_BALANCE,STATUS,TARGET
5001717,-9,0,Good
5001717,-10,0,Good
5001717,-11,0,Good
5001717,-12,0,Good
5001717,-13,0,Good
5001717,-14,0,Good
5001717,-15,0,Good
5001717,-16,0,Good
5001717,-17,0,Good
5001717,-18,0,Good
5001717,-19,0,Good
5001717,-20,0,Good
5001717,-21,0,Good
5001718,0,C,Good
5001718,-1,C,Good
5001718,-2,C,Good
5001718,-3,0,Good
5001718,-4,0,Good
5001718,-5,0,Good
5001718,-6,0,Good
5001718,-7,0,Good
5001718,-8,1,Good
5001718,-9,X,Good
5001718,-10,0,Good
5001718,-11,X,Good
5001718,-12,1,Good
5001718,-13,X,Good
5001718,-14,0,Good
5001718,-15,X,Good
5001718,-16,X,Good
5001718,-17,X,Good
5001718,-18,0,Good
5001718,-19,0,Good
5001718,-20,0,Good
5001718,-21,X,Good
5001718,-22,0,Good
5001718,-23,0,Good
5001718,-24,0,Good
5001718,-25,0,Good
5001718,-26,0,Good
5001718,-27,0,Good
5001718,-28,X,Good
5001718,-29,0,Good
5001718,-30,X,Good
5001718,-31,0,Good
5001718,-32,0,Good
5001718,-33,0,Good
5001718,-34,0,Good
5001718,-35,0,Good
5001718,-36,0,Good
5001718,-37,0,Good
5001718,-38,X,Good
5001719,0,C,Good
5001719,-1,C,Good
5001719,-2,C,Good
5001719,-3,C,Good
5001719,-4,C,Good
5001719,-5,C,Good
5001719,-6,C,Good
5001719,-7,C,Good
5001719,-8,C,Good
5001719,-9,C,Good
5001719,-10,C,Good
5001719,-11,C,Good
5001719,-12,C,Good
5001719,-13,C,Good
5001719,-14,C,Good
5001719,-15,C,Good
5001719,-16,C,Good
5001719,-17,C,Good
5001719,-18,C,Good
5001719,-19,C,Good
5001719,-20,C,Good
5001719,-21,C,Good
5001719,-22,C,Good
5001719,-23,C,Good
5001719,-24,C,Good
5001719,-25,C,Good
5001719,-26,C,Good
5001719,-27,C,Good
5001719,-28,C,Good
5001719,-29,C,Good
5001719,-30,C,Good
5001719,-31,C,Good
5001719,-32,C,Good
5001719,-33,C,Good
5001719,-34,C,Good
5001719,-35,C,Good
5001719,-36,C,Good
5001719,-37,C,Good
5001719,-38,C,Good
5001719,-39,C,Good
5001719,-40,C,Good
5001719,-41,0,Good
5001719,-42,0,Good
5001720,0,1,Good
5001720,-1,0,Good
5001720,-2,0,Good
5001720,-3,1,Good
5001720,-4,1,Good
5001720,-5,0,Good
5001720,-6,1,Good
5001720,-7,1,Good
5001720,-8,0,Good
5001720,-9,0,Good
5001720,-10,0,Good
5001720,-11,0,Good
5001720,-12,0,Good
5001720,-13,1,Good
5001720,-14,0,Good
5001720,-15,1,Good
5001720,-16,0,Good
5001720,-17,0,Good
5001720,-18,0,Good
5001720,-19,0,Good
5001720,-20,0,Good
5001720,-21,0,Good
5001720,-22,0,Good
5001720,-23,0,Good
5001720,-24,0,Good
5001720,-25,0,Good
5001720,-26,0,Good
5001720,-27,0,Good
5001720,-28,0,Good
5001720,-29,0,Good
5001720,-30,0,Good
5001720,-31,0,Good
5001720,-32,0,Good
5001720,-33,0,Good
5001720,-34,0,Good
5001720,-35,0,Good
5001723,0,X,Good
5001723,-1,X,Good
5001723,-2,X,Good
5001723,-3,X,Good
5001723,-4,X,Good
5001723,-5,X,Good
5001723,-6,X,Good
5001723,-7,X,Good
5001723,-8,X,Good
5001723,-9,X,Good
5001723,-10,X,Good
5001723,-11,X,Good
5001723,-12,X,Good
5001723,-13,X,Good
5001723,-14,X,Good
5001723,-15,X,Good
5001723,-16,X,Good
5001723,-17,X,Good
5001723,-18,X,Good
5001723,-19,X,Good
5001723,-20,X,Good
5001723,-21,X,Good
5001723,-22,0,Good
5001723,-23,0,Good
5001723,-24,0,Good
5001723,-25,0,Good
5001723,-26,0,Good
5001723,-27,0,Good
5001723,-28,0,Good
5001723,-29,0,Good
5001723,-30,X,Good
5001724,0,C,Good
5001724,-1,C,Good
5001724,-2,C,Good
5001724,-3,C,Good
5001724,-4,C,Good
5001724,-5,C,Good
5001724,-6,C,Good
5001724,-7,C,Good
5001724,-8,C,Good
5001724,-9,C,Good
5001724,-10,C,Good
5001724,-11,C,Good
5001724,-12,C,Good
5001724,-13,C,Good
5001724,-14,C,Good
5001724,-15,C,Good
5001724,-16,C,Good
5001724,-17,C,Good
5001724,-18,C,Good
5001724,-19,C,Good
5001724,-20,C,Good
5001724,-21,C,Good
5001724,-22,X,Good
5001724,-23,X,Good
5001724,-24,X,Good
5001724,-25,X,Good
5001724,-26,X,Good
5001724,-27,X,Good
5001724,-28,X,Good
5001724,-29,X,Good
5001724,-30,X,Good
5001725,0,0,Good
5001725,-1,0,Good
5001725,-2,0,Good
5001725,-3,0,Good
5001725,-4,0,Good
5001725,-5,0,Good
5001725,-6,0,Good
5001725,-7,X,Good
5001726,0,C,Good
5001726,-1,C,Good
5001726,-2,C,Good
5001726,-3,C,Good
5001726,-4,C,Good
5001726,-5,C,Good
5001726,-6,C,Good
5001726,-7,C,Good
5001726,-8,C,Good
5001726,-9,C,Good
5001726,-10,C,Good
5001726,-11,C,Good
5001726,-12,C,Good
5001726,-13,C,Good
5001726,-14,C,Good
5001726,-15,C,Good
5001726,-16,C,Good
5001726,-17,C,Good
5001726,-18,C,Good
5001726,-19,C,Good
5001726,-20,C,Good
5001726,-21,C,Good
5001726,-22,C,Good
5001726,-23,C,Good
5001726,-24,C,Good
5001726,-25,C,Good
5001726,-26,C,Good
5001726,-27,C,Good
5001726,-28,C,Good
5001726,-29,C,Good
5001726,-30,C,Good
5001726,-31,C,Good
5001726,-32,C,Good
5001726,-33,0,Good
5001726,-34,0,Good
5001726,-35,0,Good
5001726,-36,0,Good
5001726,-37,0,Good
5001726,-38,0,Good
5001728,0,0,Good
5001729,0,C,Good
5001729,-1,0,Good
5001729,-2,0,Good
5001729,-3,0,Good
5001729,-4,0,Good
5001729,-5,0,Good
5001729,-6,0,Good
5001730,0,C,Good
5001730,-1,C,Good
5001730,-2,C,Good
5001730,-3,C,Good
5001730,-4,C,Good
5001730,-5,C,Good
5001730,-6,C,Good
5001730,-7,C,Good
5001730,-8,C,Good
5001730,-9,C,Good
5001730,-10,C,Good
5001730,-11,C,Good
5001730,-12,C,Good
5001730,-13,C,Good
5001730,-14,C,Good
5001730,-15,C,Good
5001730,-16,C,Good
5001730,-17,C,Good
5001730,-18,C,Good
5001730,-19,C,Good
5001730,-20,C,Good
5001730,-21,C,Good
5001730,-22,C,Good
5001730,-23,C,Good
5001730,-24,C,Good
5001730,-25,C,Good
5001730,-26,C,Good
5001730,-27,C,Good
5001730,-28,C,Good
5001730,-29,C,Good
5001730,-30,C,Good
5001730,-31,C,Good
5001730,-32,C,Good
5001730,-33,C,Good
5001730,-34,C,Good
5001730,-35,C,Good
5001730,-36,C,Good
5001730,-37,C,Good
5001730,-38,C,Good
5001730,-39,C,Good
5001730,-40,C,Good
5001730,-41,C,Good
5001730,-42,C,Good
5001730,-43,C,Good
5001730,-44,C,Good
5001730,-45,C,Good
5001730,-46,C,Good
5001730,-47,C,Good
5001730,-48,C,Good
5001730,-49,C,Good
5001730,-50,C,Good
5001730,-51,C,Good
5001730,-52,C,Good
5001730,-53,C,Good
5001730,-54,C,Good
5001730,-55,C,Good
5001730,-56,0,Good
5001730,-57,0,Good
5001730,-58,0,Good
5001730,-59,0,Good
5001730,-60,0,Good
5001731,0,X,Good
5001731,-1,X,Good
5001731,-2,X,Good
5001731,-3,X,Good
5001731,-4,X,Good
5001731,-5,X,Good
5001731,-6,X,Good
5001731,-7,X,Good
5001731,-8,X,Good
5001731,-9,X,Good
5001731,-10,X,Good
5001732,0,X,Good
5001732,-1,X,Good
5001732,-2,X,Good
5001732,-3,X,Good
5001732,-4,X,Good
5001732,-5,X,Good
5001732,-6,X,Good
5001732,-7,X,Good
5001732,-8,X,Good
5001732,-9,X,Good
5001732,-10,X,Good
5001732,-11,X,Good
5001732,-12,X,Good
5001732,-13,X,Good
5001732,-14,X,Good
5001732,-15,X,Good
5001732,-16,X,Good
5001732,-17,X,Good
5001732,-18,X,Good
5001732,-19,X,Good
5001732,-20,X,Good
5001732,-21,X,Good
5001732,-22,X,Good
5001732,-23,X,Good
5001732,-24,X,Good
5001732,-25,X,Good
5001732,-26,X,Good
5001732,-27,X,Good
5001732,-28,X,Good
5001732,-29,X,Good
5001732,-30,X,Good
5001732,-31,X,Good
5001732,-32,X,Good
5001732,-33,X,Good
5001732,-34,X,Good
5001732,-35,X,Good
5001733,0,X,Good
5001733,-1,X,Good
5001733,-2,X,Good
5001733,-3,X,Good
5001733,-4,X,Good
5001733,-5,X,Good
5001733,-6,X,Good
5001733,-7,X,Good
5001733,-8,X,Good
5001733,-9,X,Good
5001733,-10,X,Good
5001734,0,0,Good
5001734,-1,0,Good
5001734,-2,0,Good
5001735,0,C,Good
5001735,-1,C,Good
5001735,-2,C,Good
5001735,-3,C,Good
5001735,-4,C,Good
5001735,-5,C,Good
5001735,-6,C,Good
5001735,-7,C,Good
5001735,-8,C,Good
5001735,-9,C,Good
5001735,-10,C,Good
5001735,-11,C,Good
5001735,-12,C,Good
5001735,-13,C,Good
5001735,-14,C,Good
5001735,-15,C,Good
5001735,-16,C,Good
5001735,-17,C,Good
5001735,-18,C,Good
5001735,-19,C,Good
5001735,-20,C,Good
5001735,-21,C,Good
5001735,-22,C,Good
5001735,-23,0,Good
5001736,0,C,Good
5001736,-1,C,Good
5001736,-2,C,Good
5001736,-3,C,Good
5001736,-4,C,Good
5001736,-5,C,Good
5001736,-6,C,Good
5001736,-7,C,Good
5001736,-8,C,Good
5001736,-9,C,Good
5001736,-10,C,Good
5001736,-11,C,Good
5001736,-12,C,Good
5001736,-13,C,Good
5001736,-14,C,Good
5001736,-15,C,Good
5001736,-16,C,Good
5001736,-17,C,Good
5001736,-18,C,Good
5001736,-19,C,Good
5001736,-20,0,Good
5001736,-21,0,Good
5001736,-22,0,Good
5001736,-23,0,Good
5001737,0,C,Good
5001737,-1,C,Good
5001737,-2,C,Good
5001737,-3,C,Good
5001737,-4,C,Good
5001737,-5,C,Good
5001737,-6,C,Good
5001737,-7,C,Good
5001737,-8,C,Good
5001737,-9,C,Good
5001737,-10,0,Good
5001737,-11,0,Good
5001737,-12,0,Good
5001737,-13,0,Good
5001737,-14,0,Good
5001737,-15,0,Good
5001737,-16,0,Good
5001737,-17,0,Good
5001737,-18,0,Good
5001737,-19,0,Good
5001737,-20,0,Good
5001737,-21,0,Good
5001738,0,C,Good
5001738,-1,C,Good
5001738,-2,C,Good
5001738,-3,C,Good
5001738,-4,C,Good
5001738,-5,C,Good
5001738,-6,C,Good
5001738,-7,C,Good
5001738,-8,C,Good
5001738,-9,C,Good
5001738,-10,C,Good
5001738,-11,C,Good
5001738,-12,C,Good
5001738,-13,C,Good
5001738,-14,C,Good
5001738,-15,C,Good
5001738,-16,C,Good
5001738,-17,C,Good
5001738,-18,C,Good
5001738,-19,C,Good
5001738,-20,C,Good
5001738,-21,C,Good
5001738,-22,C,Good
5001738,-23,C,Good
5001738,-24,C,Good
5001738,-25,C,Good
5001738,-26,C,Good
5001738,-27,C,Good
5001738,-28,C,Good
5001738,-29,C,Good
5001738,-30,C,Good
5001738,-31,C,Good
5001738,-32,0,Good
5001738,-33,0,Good
5001738,-34,0,Good
5001738,-35,0,Good
5001738,-36,0,Good
5001738,-37,0,Good
5001738,-38,0,Good
5001738,-39,0,Good
5001738,-40,0,Good
5001738,-41,0,Good
5001738,-42,0,Good
5001738,-43,0,Good
5001739,0,C,Good
5001739,-1,C,Good
5001739,-2,C,Good
5001739,-3,C,Good
5001739,-4,C,Good
5001739,-5,C,Good
5001739,-6,C,Good
5001739,-7,C,Good
5001739,-8,C,Good
5001739,-9,C,Good
5001739,-10,C,Good
5001739,-11,C,Good
5001739,-12,C,Good
5001739,-13,C,Good
5001739,-14,C,Good
5001739,-15,C,Good
5001739,-16,C,Good
5001739,-17,C,Good
5001739,-18,C,Good
5001739,-19,C,Good
5001739,-20,C,Good
5001739,-21,C,Good
5001739,-22,C,Good
5001739,-23,C,Good
5001739,-24,C,Good
5001739,-25,C,Good
5001739,-26,C,Good
5001739,-27,C,Good
5001739,-28,C,Good
5001739,-29,C,Good
5001739,-30,C,Good
5001739,-31,C,Good
5001739,-32,C,Good
5001739,-33,C,Good
5001739,-34,C,Good
5001739,-35,C,Good
5001739,-36,C,Good
5001739,-37,C,Good
5001739,-38,C,Good
5001739,-39,C,Good
5001739,-40,C,Good
5001739,-41,C,Good
5001739,-42,C,Good
5001739,-43,C,Good
5001739,-44,C,Good
5001739,-45,C,Good
5001739,-46,0,Good
5001739,-47,0,Good
5001739,-48,0,Good
5001739,-49,0,Good
5001739,-50,0,Good
5001739,-51,0,Good
5001739,-52,0,Good
5001739,-53,0,Good
5001739,-54,0,Good
5001739,-55,0,Good
5001739,-56,0,Good
5001739,-57,0,Good
5001742,0,C,Good
5001742,-1,C,Good
5001742,-2,C,Good
5001742,-3,C,Good
5001742,-4,C,Good
5001742,-5,C,Good
5001742,-6,C,Good
5001742,-7,C,Good
5001742,-8,C,Good
5001742,-9,C,Good
5001742,-10,C,Good
5001742,-11,C,Good
5001742,-12,C,Good
5001742,-13,C,Good
5001742,-14,C,Good
5001742,-15,C,Good
5001742,-16,C,Good
5001742,-17,C,Good
5001742,-18,C,Good
5001742,-19,C,Good
5001742,-20,C,Good
5001742,-21,C,Good
5001742,-22,C,Good
5001742,-23,C,Good
5001742,-24,C,Good
5001742,-25,C,Good
5001742,-26,C,Good
5001742,-27,C,Good
5001742,-28,C,Good
5001742,-29,C,Good
5001742,-30,C,Good
5001742,-31,C,Good
5001742,-32,C,Good
5001742,-33,C,Good
5001742,-34,C,Good
5001742,-35,C,Good
5001742,-36,0,Good
5001742,-37,0,Good
5001742,-38,0,Good
5001742,-39,0,Good
5001742,-40,X,Good
5001742,-41,0,Good
5001742,-42,0,Good
5001742,-43,0,Good
5001742,-44,0,Good
5001742,-45,0,Good
5001742,-46,0,Good
5001743,0,C,Good
5001743,-1,C,Good
5001743,-2,C,Good
5001743,-3,C,Good
5001743,-4,C,Good
5001743,-5,C,Good
5001743,-6,C,Good
5001743,-7,C,Good
5001743,-8,C,Good
5001743,-9,C,Good
5001743,-10,C,Good
5001743,-11,C,Good
5001743,-12,C,Good
5001743,-13,C,Good
5001743,-14,C,Good
5001743,-15,C,Good
5001743,-16,C,Good
5001743,-17,C,Good
5001743,-18,C,Good
5001743,-19,C,Good
5001743,-20,C,Good
5001743,-21,C,Good
5001743,-22,C,Good
5001743,-23,C,Good
5001743,-24,C,Good
5001743,-25,C,Good
5001743,-26,X,Good
5001743,-27,X,Good
5001743,-28,X,Good
5001743,-29,X,Good
5001743,-30,X,Good
5001743,-31,X,Good
5001743,-32,X,Good
5001743,-33,X,Good
5001743,-34,X,Good
5001743,-35,0,Good
5001743,-36,X,Good
5001743,-37,X,Good
5001743,-38,X,Good
5001743,-39,X,Good
5001743,-40,X,Good
5001744,0,C,Good
5001744,-1,C,Good
5001744,-2,C,Good
5001744,-3,C,Good
5001744,-4,C,Good
5001744,-5,C,Good
5001744,-6,C,Good
5001744,-7,C,Good
5001744,-8,C,Good
5001744,-9,C,Good
5001744,-10,C,Good
5001744,-11,C,Good
5001744,-12,C,Good
5001744,-13,C,Good
5001744,-14,C,Good
5001744,-15,C,Good
5001744,-16,C,Good
5001744,-17,C,Good
5001744,-18,C,Good
5001744,-19,C,Good
5001744,-20,C,Good
5001744,-21,C,Good
5001744,-22,C,Good
5001744,-23,C,Good
5001744,-24,0,Good
5001744,-25,0,Good
5001744,-26,0,Good
5001744,-27,0,Good
5001744,-28,0,Good
5001745,0,X,Good
5001745,-1,0,Good
5001745,-2,0,Good
5001745,-3,0,Good
5001745,-4,0,Good
5001745,-5,0,Good
5001745,-6,0,Good
5001745,-7,0,Good
5001745,-8,0,Good
5001745,-9,0,Good
5001745,-10,0,Good
5001746,0,X,Good
5001746,-1,0,Good
5001746,-2,0,Good
5001746,-3,0,Good
5001746,-4,0,Good
5001746,-5,0,Good
5001746,-6,0,Good
5001746,-7,0,Good
5001746,-8,0,Good
5001746,-9,0,Good
5001746,-10,0,Good
5001746,-11,0,Good
5001747,0,C,Good
5001747,-1,C,Good
5001747,-2,C,Good
5001747,-3,C,Good
5001747,-4,C,Good
5001747,-5,C,Good
5001747,-6,C,Good
5001747,-7,C,Good
5001747,-8,C,Good
5001747,-9,C,Good
5001747,-10,C,Good
5001747,-11,C,Good
5001747,-12,0,Good
5001747,-13,0,Good
5001747,-14,0,Good
5001747,-15,0,Good
5001747,-16,0,Good
5001747,-17,0,Good
5001747,-18,0,Good
5001747,-19,0,Good
5001747,-20,0,Good
5001747,-21,0,Good
5001747,-22,0,Good
5001747,-23,0,Good
5001747,-24,0,Good
5001747,-25,0,Good
5001747,-26,0,Good
5001747,-27,0,Good
5001748,0,C,Good
5001748,-1,C,Good
5001748,-2,C,Good
5001748,-3,C,Good
5001748,-4,C,Good
5001748,-5,C,Good
5001748,-6,C,Good
5001748,-7,C,Good
5001748,-8,C,Good
5001748,-9,C,Good
5001748,-10,C,Good
5001748,-11,C,Good
5001748,-12,C,Good
5001748,-13,C,Good
5001748,-14,C,Good
5001748,-15,C,Good
5001748,-16,C,Good
5001748,-17,C,Good
5001748,-18,C,Good
5001748,-19,C,Good
5001748,-20,C,Good
5001748,-21,C,Good
5001748,-22,C,Good
5001748,-23,C,Good
5001748,-24,C,Good
5001748,-25,C,Good
5001748,-26,C,Good
5001748,-27,C,Good
5001748,-28,0,Good
5001748,-29,0,Good
5001748,-30,0,Good
5001748,-31,0,Good
5001748,-32,0,Good
5001748,-33,0,Good
5001754,0,X,Good
5001754,-1,X,Good
5001754,-2,X,Good
5001754,-3,X,Good
5001754,-4,X,Good
5001754,-5,X,Good
5001754,-6,X,Good
5001754,-7,X,Good
5001754,-8,X,Good
5001754,-9,X,Good
5001754,-10,0,Good
5001754,-11,X,Good
5001755,0,C,Good
5001755,-1,C,Good
5001755,-2,C,Good
5001755,-3,C,Good
5001755,-4,C,Good
5001755,-5,C,Good
5001755,-6,0,Good
5001755,-7,0,Good
5001755,-8,0,Good
5001755,-9,0,Good
5001755,-10,0,Good
5001756,0,C,Good
5001756,-1,C,Good
5001756,-2,C,Good
5001756,-3,C,Good
5001756,-4,C,Good
5001756,-5,C,Good
5001756,-6,C,Good
5001756,-7,C,Good
5001756,-8,C,Good
5001756,-9,C,Good
5001756,-10,C,Good
5001756,-11,C,Good
5001756,-12,C,Good
5001756,-13,C,Good
5001756,-14,C,Good
5001756,-15,C,Good
5001756,-16,X,Good
5001756,-17,X,Good
5001756,-18,0,Good
5001757,0,0,Good
5001757,-1,0,Good
5001757,-2,0,Good
5001757,-3,1,Good
5001757,-4,X,Good
5001757,-5,0,Good
5001757,-6,0,Good
5001757,-7,0,Good
5001757,-8,0,Good
5001757,-9,X,Good
5001757,-10,0,Good
5001757,-11,X,Good
5001757,-12,0,Good
5001757,-13,X,Good
5001757,-14,0,Good
5001757,-15,0,Good
5001757,-16,X,Good
5001757,-17,X,Good
5001757,-18,0,Good
5001757,-19,0,Good
5001757,-20,X,Good
5001758,0,X,Good
5001758,-1,X,Good
5001758,-2,X,Good
5001758,-3,X,Good
5001758,-4,X,Good
5001758,-5,X,Good
5001758,-6,X,Good
5001758,-7,X,Good
5001758,-8,X,Good
5001758,-9,X,Good
5001758,-10,X,Good
5001758,-11,X,Good
5001758,-12,X,Good
5001758,-13,X,Good
5001758,-14,X,Good
5001758,-15,X,Good
5001758,-16,X,Good
5001758,-17,X,Good
5001758,-18,X,Good
5001758,-19,X,Good
5001758,-20,X,Good
5001758,-21,X,Good
5001758,-22,X,Good
5001758,-23,0,Good
5001758,-24,0,Good
5001758,-25,0,Good
5001758,-26,0,Good
5001758,-27,0,Good
5001758,-28,0,Good
5001758,-29,0,Good
5001758,-30,0,Good
5001758,-31,0,Good
5001758,-32,0,Good
5001758,-33,0,Good
5001758,-34,0,Good
5001758,-35,0,Good
5001758,-36,0,Good
5001758,-37,0,Good
5001758,-38,0,Good
5001758,-39,0,Good
5001758,-40,0,Good
5001758,-41,0,Good
5001758,-42,0,Good
5001758,-43,0,Good
5001758,-44,0,Good
5001758,-45,0,Good
5001758,-46,0,Good
5001759,0,C,Good
5001759,-1,C,Good
5001759,-2,C,Good
5001759,-3,C,Good
5001759,-4,0,Good
5001759,-5,0,Good
5001759,-6,0,Good
5001759,-7,0,Good
5001759,-8,0,Good
5001759,-9,0,Good
5001759,-10,0,Good
5001759,-11,0,Good
5001759,-12,0,Good
5001759,-13,0,Good
5001759,-14,0,Good
5001759,-15,0,Good
5001759,-16,0,Good
5001759,-17,0,Good
5001759,-18,0,Good
5001759,-19,X,Good
5001760,0,C,Good
5001760,-1,C,Good
5001760,-2,C,Good
5001760,-3,C,Good
5001760,-4,C,Good
5001760,-5,C,Good
5001760,-6,C,Good
5001760,-7,C,Good
5001760,-8,C,Good
5001760,-9,C,Good
5001760,-10,C,Good
5001760,-11,C,Good
5001760,-12,C,Good
5001760,-13,C,Good
5001760,-14,C,Good
5001760,-15,C,Good
5001760,-16,C,Good
5001760,-17,C,Good
5001760,-18,C,Good
5001760,-19,C,Good
5001760,-20,C,Good
5001760,-21,C,Good
5001760,-22,C,Good
5001760,-23,C,Good
5001760,-24,0,Good
5001760,-25,0,Good
5001760,-26,0,Good
5001760,-27,0,Good
5001760,-28,0,Good
5001760,-29,0,Good
5001765,0,C,Good
5001765,-1,C,Good
5001765,-2,C,Good
5001765,-3,C,Good
5001765,-4,C,Good
5001765,-5,C,Good
5001765,-6,C,Good
5001765,-7,C,Good
5001765,-8,C,Good
5001765,-9,C,Good
5001765,-10,C,Good
5001765,-11,C,Good
5001765,-12,C,Good
5001765,-13,C,Good
5001765,-14,C,Good
5001765,-15,C,Good
5001765,-16,C,Good
5001765,-17,C,Good
5001765,-18,C,Good
5001765,-19,C,Good
5001765,-20,C,Good
5001765,-21,C,Good
5001765,-22,C,Good
5001765,-23,C,Good
5001765,-24,C,Good
5001765,-25,C,Good
5001765,-26,0,Good
5001765,-27,0,Good
5001765,-28,0,Good
5001765,-29,0,Good
5001765,-30,0,Good
5001765,-31,0,Good
5001766,0,C,Good
5001766,-1,C,Good
5001766,-2,C,Good
5001766,-3,C,Good
5001766,-4,C,Good
5001766,-5,C,Good
5001766,-6,C,Good
5001766,-7,C,Good
5001766,-8,C,Good
5001766,-9,C,Good
5001766,-10,C,Good
5001766,-11,C,Good
5001766,-12,C,Good
5001766,-13,C,Good
5001766,-14,C,Good
5001766,-15,C,Good
5001766,-16,C,Good
5001766,-17,C,Good
5001766,-18,C,Good
5001766,-19,C,Good
5001766,-20,C,Good
5001766,-21,C,Good
5001766,-22,C,Good
5001766,-23,C,Good
5001766,-24,C,Good
5001766,-25,0,Good
5001767,0,X,Good
5001767,-1,X,Good
5001767,-2,X,Good
5001767,-3,X,Good
5001767,-4,X,Good
5001767,-5,X,Good
5001767,-6,X,Good
5001767,-7,X,Good
5001767,-8,X,Good
5001767,-9,X,Good
5001767,-10,X,Good
5001767,-11,X,Good
5001767,-12,X,Good
5001767,-13,0,Good
5001767,-14,0,Good
5001768,0,X,Good
5001768,-1,0,Good
5001768,-2,0,Good
5001768,-3,0,Good
5001768,-4,0,Good
5001768,-5,0,Good
5001768,-6,0,Good
5001768,-7,0,Good
5001769,0,X,Good
5001769,-1,X,Good
5001769,-2,X,Good
5001769,-3,X,Good
5001769,-4,X,Good
5001769,-5,X,Good
5001769,-6,0,Good
5001769,-7,0,Good
5001769,-8,0,Good
5001769,-9,0,Good
5001769,-10,0,Good
5001769,-11,0,Good
5001769,-12,0,Good
5001769,-13,0,Good
5001769,-14,0,Good
5001769,-15,0,Good
5001769,-16,0,Good
5001770,0,X,Good
5001770,-1,X,Good
5001770,-2,X,Good
5001770,-3,X,Good
5001770,-4,X,Good
5001770,-5,X,Good
5001770,-6,0,Good
5001770,-7,0,Good
5001770,-8,0,Good
5001770,-9,0,Good
5001770,-10,0,Good
5001770,-11,0,Good
5001770,-12,0,Good
5001770,-13,0,Good
5001770,-14,0,Good
5001770,-15,0,Good
5001770,-16,0,Good
5001771,0,X,Good
5001771,-1,0,Good
5001771,-2,0,Good
5001771,-3,0,Good
5001771,-4,0,Good
5001771,-5,0,Good
5001771,-6,0,Good
5001771,-7,0,Good
5001771,-8,0,Good
5001771,-9,0,Good
5001771,-10,0,Good
5001771,-11,0,Good
5001771,-12,0,Good
5001771,-13,0,Good
5001771,-14,0,Good
5001772,0,0,Good
5001772,-1,0,Good
5001772,-2,0,Good
